,id,наименование,дата,аппарат,количество,машиночас
503,714,Краснодарский край,2018-6,Energiser505,1,356
504,715,Краснодарский край,2018-7,Energiser505,5,356
505,716,Краснодарский край,2018-8,Energiser505,11,356
506,717,Краснодарский край,2018-9,Energiser505,21,356
507,718,Краснодарский край,2018-10,Energiser505,31,356
508,719,Краснодарский край,2018-11,Energiser505,32,356
509,720,Краснодарский край,2018-12,Energiser505,27,356
510,724,Краснодарский край,2018-4,Traxporter,0,4141
511,725,Краснодарский край,2018-5,Traxporter,0,4141
512,726,Краснодарский край,2018-6,Traxporter,1,4141
513,727,Краснодарский край,2018-7,Traxporter,4,4141
514,728,Краснодарский край,2018-8,Traxporter,12,4141
515,729,Краснодарский край,2018-9,Traxporter,18,4141
516,730,Краснодарский край,2018-10,Traxporter,26,4141
517,731,Краснодарский край,2018-11,Traxporter,31,4141
518,732,Краснодарский край,2018-12,Traxporter,21,4141
519,736,Краснодарский край,2018-4,Ziesel,0,1800
520,737,Краснодарский край,2018-5,Ziesel,0,1800
521,738,Краснодарский край,2018-6,Ziesel,2,1800
522,739,Краснодарский край,2018-7,Ziesel,4,1800
523,740,Краснодарский край,2018-8,Ziesel,14,1800
524,741,Краснодарский край,2018-9,Ziesel,24,1800
525,742,Краснодарский край,2018-10,Ziesel,33,1800
526,743,Краснодарский край,2018-11,Ziesel,40,1800
527,744,Краснодарский край,2018-12,Ziesel,27,1800
528,749,Красноярский край,2018-5,Energiser505,0,344
529,750,Красноярский край,2018-6,Energiser505,4,344
530,751,Красноярский край,2018-7,Energiser505,10,344
531,752,Красноярский край,2018-8,Energiser505,23,344
532,753,Красноярский край,2018-9,Energiser505,50,344
533,754,Красноярский край,2018-10,Energiser505,68,344
534,755,Красноярский край,2018-11,Energiser505,68,344
535,756,Красноярский край,2018-12,Energiser505,50,344
536,760,Красноярский край,2018-4,Traxporter,0,4293
537,762,Красноярский край,2018-6,Traxporter,3,4293
538,763,Красноярский край,2018-7,Traxporter,10,4293
539,764,Красноярский край,2018-8,Traxporter,18,4293
540,765,Красноярский край,2018-9,Traxporter,40,4293
541,766,Красноярский край,2018-10,Traxporter,50,4293
542,767,Красноярский край,2018-11,Traxporter,55,4293
543,768,Красноярский край,2018-12,Traxporter,41,4293
544,773,Красноярский край,2018-5,Ziesel,1,1762
545,774,Красноярский край,2018-6,Ziesel,1,1762
546,775,Красноярский край,2018-7,Ziesel,9,1762
547,776,Красноярский край,2018-8,Ziesel,21,1762
548,777,Красноярский край,2018-9,Ziesel,40,1762
549,778,Красноярский край,2018-10,Ziesel,50,1762
550,779,Красноярский край,2018-11,Ziesel,57,1762
551,780,Красноярский край,2018-12,Ziesel,46,1762
552,784,Курская область,2018-4,Ziesel,0,1685
553,785,Курская область,2018-5,Ziesel,0,1685
554,786,Курская область,2018-6,Ziesel,1,1685
555,787,Курская область,2018-7,Ziesel,2,1685
556,788,Курская область,2018-8,Ziesel,5,1685
557,789,Курская область,2018-9,Ziesel,11,1685
558,790,Курская область,2018-10,Ziesel,16,1685
559,791,Курская область,2018-11,Ziesel,15,1685
560,792,Курская область,2018-12,Ziesel,13,1685
561,796,Курская область,2018-4,DTV Shredder,0,1508
562,797,Курская область,2018-5,DTV Shredder,0,1508
563,798,Курская область,2018-6,DTV Shredder,1,1508
564,799,Курская область,2018-7,DTV Shredder,3,1508
565,800,Курская область,2018-8,DTV Shredder,5,1508
566,801,Курская область,2018-9,DTV Shredder,12,1508
567,802,Курская область,2018-10,DTV Shredder,14,1508
568,803,Курская область,2018-11,DTV Shredder,18,1508
569,804,Курская область,2018-12,DTV Shredder,14,1508
570,808,Курская область,2018-4,Ripsaw,0,2474
571,809,Курская область,2018-5,Ripsaw,0,2474
572,810,Курская область,2018-6,Ripsaw,1,2474
573,811,Курская область,2018-7,Ripsaw,3,2474
574,812,Курская область,2018-8,Ripsaw,7,2474
575,813,Курская область,2018-9,Ripsaw,13,2474
576,814,Курская область,2018-10,Ripsaw,19,2474
577,815,Курская область,2018-11,Ripsaw,20,2474
578,816,Курская область,2018-12,Ripsaw,16,2474
579,821,Ленинградская область,2018-5,Ziesel,1,1701
580,822,Ленинградская область,2018-6,Ziesel,2,1701
581,823,Ленинградская область,2018-7,Ziesel,10,1701
582,824,Ленинградская область,2018-8,Ziesel,14,1701
583,825,Ленинградская область,2018-9,Ziesel,33,1701
584,826,Ленинградская область,2018-10,Ziesel,45,1701
585,827,Ленинградская область,2018-11,Ziesel,47,1701
586,828,Ленинградская область,2018-12,Ziesel,38,1701
587,832,Ленинградская область,2018-4,DTV Shredder,0,1538
588,833,Ленинградская область,2018-5,DTV Shredder,0,1538
589,834,Ленинградская область,2018-6,DTV Shredder,1,1538
590,835,Ленинградская область,2018-7,DTV Shredder,6,1538
591,836,Ленинградская область,2018-8,DTV Shredder,14,1538
592,837,Ленинградская область,2018-9,DTV Shredder,29,1538
593,838,Ленинградская область,2018-10,DTV Shredder,46,1538
594,839,Ленинградская область,2018-11,DTV Shredder,52,1538
595,840,Ленинградская область,2018-12,DTV Shredder,38,1538
596,845,Ленинградская область,2018-5,Ripsaw,0,2457
597,846,Ленинградская область,2018-6,Ripsaw,2,2457
598,847,Ленинградская область,2018-7,Ripsaw,7,2457
599,848,Ленинградская область,2018-8,Ripsaw,23,2457
600,849,Ленинградская область,2018-9,Ripsaw,38,2457
601,850,Ленинградская область,2018-10,Ripsaw,51,2457
602,851,Ленинградская область,2018-11,Ripsaw,51,2457
603,852,Ленинградская область,2018-12,Ripsaw,33,2457
604,857,Липецкая область,2018-5,Energiser505,1,356
605,858,Липецкая область,2018-6,Energiser505,3,356
606,859,Липецкая область,2018-7,Energiser505,11,356
607,860,Липецкая область,2018-8,Energiser505,30,356
608,861,Липецкая область,2018-9,Energiser505,46,356
609,862,Липецкая область,2018-10,Energiser505,68,356
610,863,Липецкая область,2018-11,Energiser505,75,356
611,864,Липецкая область,2018-12,Energiser505,59,356
612,869,Липецкая область,2018-5,Red BUG CT500,1,672
613,870,Липецкая область,2018-6,Red BUG CT500,2,672
614,871,Липецкая область,2018-7,Red BUG CT500,13,672
615,872,Липецкая область,2018-8,Red BUG CT500,28,672
616,873,Липецкая область,2018-9,Red BUG CT500,51,672
617,874,Липецкая область,2018-10,Red BUG CT500,77,672
618,875,Липецкая область,2018-11,Red BUG CT500,78,672
619,876,Липецкая область,2018-12,Red BUG CT500,70,672
620,881,Магаданская область,2018-5,Energiser505,0,344
621,882,Магаданская область,2018-6,Energiser505,2,344
622,883,Магаданская область,2018-7,Energiser505,4,344
623,884,Магаданская область,2018-8,Energiser505,18,344
624,885,Магаданская область,2018-9,Energiser505,26,344
625,886,Магаданская область,2018-10,Energiser505,49,344
626,887,Магаданская область,2018-11,Energiser505,41,344
627,888,Магаданская область,2018-12,Energiser505,30,344
628,893,Магаданская область,2018-5,Red BUG CT500,0,655
629,894,Магаданская область,2018-6,Red BUG CT500,2,655
630,895,Магаданская область,2018-7,Red BUG CT500,9,655
631,896,Магаданская область,2018-8,Red BUG CT500,18,655
632,897,Магаданская область,2018-9,Red BUG CT500,28,655
633,898,Магаданская область,2018-10,Red BUG CT500,48,655
634,899,Магаданская область,2018-11,Red BUG CT500,49,655
635,900,Магаданская область,2018-12,Red BUG CT500,35,655
636,905,Московская область,2018-5,Red RBL-03,0,1256
637,906,Московская область,2018-6,Red RBL-03,1,1256
638,907,Московская область,2018-7,Red RBL-03,5,1256
639,908,Московская область,2018-8,Red RBL-03,14,1256
640,909,Московская область,2018-9,Red RBL-03,24,1256
641,910,Московская область,2018-10,Red RBL-03,36,1256
642,911,Московская область,2018-11,Red RBL-03,35,1256
643,912,Московская область,2018-12,Red RBL-03,25,1256
644,916,Московская область,2018-4,AFA-ROCK,0,620
645,917,Московская область,2018-5,AFA-ROCK,0,620
646,918,Московская область,2018-6,AFA-ROCK,2,620
647,919,Московская область,2018-7,AFA-ROCK,6,620
648,920,Московская область,2018-8,AFA-ROCK,17,620
649,921,Московская область,2018-9,AFA-ROCK,28,620
650,922,Московская область,2018-10,AFA-ROCK,35,620
651,923,Московская область,2018-11,AFA-ROCK,41,620
652,924,Московская область,2018-12,AFA-ROCK,33,620
653,929,Московская область,2018-5,Honda HSM,0,1369
654,930,Московская область,2018-6,Honda HSM,1,1369
655,931,Московская область,2018-7,Honda HSM,4,1369
656,932,Московская область,2018-8,Honda HSM,12,1369
657,933,Московская область,2018-9,Honda HSM,20,1369
658,934,Московская область,2018-10,Honda HSM,37,1369
